lr-AdamW,step,valid/recon/sess0,valid/recon/sess1,valid/recon/sess2,valid/recon/sess3,valid/recon/sess4,valid/recon/sess5,valid/recon/sess6,valid/recon/sess7,valid/recon/sess8,valid/recon/sess9,valid/recon/sess10,valid/recon/sess11,valid/recon/sess12,valid/recon/sess13,valid/recon/sess14,valid/recon/sess15,valid/recon/sess16,valid/recon/sess17,valid/recon/sess18,valid/recon/sess19,valid/recon/sess20,valid/recon/sess21,valid/recon/sess22,valid/recon/sess23,valid/recon/sess24,valid/recon/sess25,valid/recon/sess26,valid/recon/sess27,valid/recon/sess28,valid/recon/sess29,valid/recon/sess30,valid/recon/sess31,valid/recon/sess32,valid/recon/sess33,valid/recon/sess34,valid/recon/sess35,valid/recon/sess36,valid/recon/sess37,valid/recon/sess38,valid/recon/sess39,valid/recon/sess40,valid/recon/sess41,valid/recon/sess42,valid/recon/sess43,valid/recon/sess44,valid/recon/sess45,valid/recon/sess46,valid/recon/sess47,valid/recon/sess48,valid/recon/sess49,valid/recon/sess50,valid/recon/sess51,valid/recon/sess52,valid/recon/sess53,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/recon/sess1,train/recon/sess2,train/recon/sess3,train/recon/sess4,train/recon/sess5,train/recon/sess6,train/recon/sess7,train/recon/sess8,train/recon/sess9,train/recon/sess10,train/recon/sess11,train/recon/sess12,train/recon/sess13,train/recon/sess14,train/recon/sess15,train/recon/sess16,train/recon/sess17,train/recon/sess18,train/recon/sess19,train/recon/sess20,train/recon/sess21,train/recon/sess22,train/recon/sess23,train/recon/sess24,train/recon/sess25,train/recon/sess26,train/recon/sess27,train/recon/sess28,train/recon/sess29,train/recon/sess30,train/recon/sess31,train/recon/sess32,train/recon/sess33,train/recon/sess34,train/recon/sess35,train/recon/sess36,train/recon/sess37,train/recon/sess38,train/recon/sess39,train/recon/sess40,train/recon/sess41,train/recon/sess42,train/recon/sess43,train/recon/sess44,train/recon/sess45,train/recon/sess46,train/recon/sess47,train/recon/sess48,train/recon/sess49,train/recon/sess50,train/recon/sess51,train/recon/sess52,train/recon/sess53,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
,199,1.1121137142181396,1.023965835571289,1.0960849523544312,0.9855201840400696,1.1648740768432617,1.0788671970367432,1.1436553001403809,0.7477478384971619,1.1598173379898071,1.2191828489303589,0.9324901700019836,1.0928059816360474,1.1653220653533936,1.3585585355758667,1.0767771005630493,0.9591291546821594,1.0032131671905518,0.9570285677909851,1.0317543745040894,0.8784460425376892,0.5760839581489563,1.0697952508926392,1.0197913646697998,1.1126809120178223,1.1388559341430664,1.0965228080749512,1.1366631984710693,0.956932008266449,1.1120998859405518,1.1478914022445679,1.1746439933776855,1.1048463582992554,1.0393140316009521,1.187488317489624,1.052855134010315,1.290343999862671,1.0796467065811157,1.2190053462982178,1.106734275817871,0.9969284534454346,0.9185907244682312,0.9592822194099426,1.1682904958724976,1.3232104778289795,1.2515801191329956,1.1585150957107544,0.9936379194259644,1.146367073059082,0.8742322325706482,0.9920704960823059,1.106143832206726,0.9670247435569763,0.7764896750450134,0.6599017977714539,10581.693359375,1.0581692457199097,0.04265507310628891,nan,nan,nan,0.0,0.0784313753247261,0.0,0.0,0.0,0.0784313753247261,1.0608540773391724,1.0581692457199097,3.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.1067427396774292,1.0383926630020142,1.1225641965866089,0.9875373840332031,1.1711043119430542,1.0845813751220703,1.14982271194458,0.7711540460586548,1.1491680145263672,1.23704195022583,0.9446275234222412,1.1066371202468872,1.1709246635437012,1.4224905967712402,1.0582388639450073,0.9644208550453186,0.9925921559333801,0.9944705963134766,1.0482856035232544,0.8861196041107178,0.6668810844421387,1.0732777118682861,1.0348498821258545,1.111863136291504,1.149001121520996,1.1097279787063599,1.1221405267715454,0.9414861798286438,1.1113721132278442,1.1246851682662964,1.1810450553894043,1.0948917865753174,1.0365666151046753,1.1824636459350586,1.077155590057373,1.2890337705612183,1.0709346532821655,1.2462345361709595,1.0974940061569214,0.9625552892684937,0.9321430921554565,0.9228245615959167,1.1736512184143066,1.2986781597137451,1.2461901903152466,1.1396480798721313,0.9850218296051025,1.1674176454544067,0.8845147490501404,0.9742439985275269,1.113302230834961,0.9912484884262085,0.8128950595855713,0.651313304901123,10626.6044921875,1.0626604557037354,0.03411193937063217,nan,nan,nan,0.0,0.07843133062124252,0.0,0.0,0.0,0.07843133062124252
0.004,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,1.1116993427276611,1.0277382135391235,1.1066474914550781,0.9978204965591431,1.1645675897598267,1.0753859281539917,1.13453209400177,0.7478981614112854,1.1530981063842773,1.2288373708724976,0.9303601384162903,1.0842701196670532,1.165662407875061,1.3242930173873901,1.0803009271621704,0.9407601952552795,0.9992955327033997,0.9665570259094238,1.0075081586837769,0.8726364970207214,0.5923128724098206,1.0682669878005981,1.0406692028045654,1.1136939525604248,1.1222248077392578,1.0996226072311401,1.1366426944732666,0.9612280130386353,1.1059861183166504,1.1534217596054077,1.1776505708694458,1.096051573753357,1.0398285388946533,1.1855107545852661,1.0582612752914429,1.2873200178146362,1.0800148248672485,1.2193374633789062,1.1093080043792725,1.0076524019241333,0.9238082766532898,0.9425862431526184,1.1539562940597534,1.3123092651367188,1.2536962032318115,1.1655665636062622,1.0087050199508667,1.1529574394226074,0.8765073418617249,0.9802877306938171,1.1048665046691895,0.9705200791358948,0.7671226859092712,0.6694293022155762,10572.650390625,1.0572649240493774,0.04192572459578514,nan,nan,nan,0.0,0.09803921729326248,0.0,0.0,0.0,0.09803921729326248,1.0580309629440308,1.0572649240493774,4.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.1058838367462158,1.0325603485107422,1.1172488927841187,0.9828537106513977,1.168873906135559,1.0804641246795654,1.143069863319397,0.766965389251709,1.1413570642471313,1.2359598875045776,0.9429966807365417,1.1117973327636719,1.168936014175415,1.4042670726776123,1.0631908178329468,0.9627885222434998,0.9734829068183899,0.9961270093917847,1.0356189012527466,0.8835223317146301,0.6649824380874634,1.0668057203292847,1.023880124092102,1.109946846961975,1.1345268487930298,1.1074280738830566,1.119942545890808,0.9259883761405945,1.1041998863220215,1.130630612373352,1.1769132614135742,1.0872198343276978,1.0283558368682861,1.18191397190094,1.0779534578323364,1.288161039352417,1.0696513652801514,1.2484309673309326,1.095274567604065,0.9631659984588623,0.9314912557601929,0.9238961935043335,1.1693631410598755,1.299086093902588,1.2372517585754395,1.1383699178695679,0.9839309453964233,1.1679130792617798,0.8766381740570068,0.9519399404525757,1.1113991737365723,0.9917963147163391,0.800620436668396,0.6514370441436768,10584.9033203125,1.0584901571273804,0.03942716866731644,nan,nan,nan,0.0,0.0980391874909401,0.0,0.0,0.0,0.0980391874909401
0.004,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,1.1097790002822876,1.030263900756836,1.1003234386444092,0.9866507053375244,1.164317011833191,1.078291416168213,1.128203272819519,0.7446433901786804,1.1468687057495117,1.2298403978347778,0.9306038618087769,1.0842952728271484,1.1671905517578125,1.3304107189178467,1.0772124528884888,0.9385272860527039,1.0152316093444824,0.9827732443809509,1.029840350151062,0.8725511431694031,0.5879990458488464,1.0775688886642456,1.0458968877792358,1.1145814657211304,1.123323678970337,1.0953587293624878,1.1366642713546753,0.9497020840644836,1.1085542440414429,1.1511512994766235,1.1664108037948608,1.094268798828125,1.034901738166809,1.1764733791351318,1.0531010627746582,1.287145733833313,1.0749698877334595,1.2212533950805664,1.1065813302993774,0.9898996353149414,0.9099120497703552,0.9454851150512695,1.1565942764282227,1.3138281106948853,1.2500731945037842,1.1636830568313599,0.9930587410926819,1.1488063335418701,0.8718705177307129,0.9712488651275635,1.1070493459701538,0.9703004956245422,0.777705729007721,0.6715686917304993,10561.310546875,1.0561310052871704,0.04469314217567444,nan,nan,nan,0.0,0.11764705926179886,0.0,0.0,0.0,0.11764705926179886,1.0563933849334717,1.0561310052871704,5.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.1054272651672363,1.0351160764694214,1.1194130182266235,0.9783921837806702,1.1712017059326172,1.0808030366897583,1.1359115839004517,0.7697942852973938,1.1423895359039307,1.2422846555709839,0.9423511028289795,1.0979735851287842,1.169355869293213,1.4018242359161377,1.0597892999649048,0.9573525786399841,0.9749717116355896,0.9976817965507507,1.0397160053253174,0.875210165977478,0.6570054888725281,1.0702316761016846,1.025547742843628,1.1095236539840698,1.1290695667266846,1.1025137901306152,1.1191914081573486,0.9261527061462402,1.098101019859314,1.1224150657653809,1.173558235168457,1.0808725357055664,1.0330114364624023,1.178695797920227,1.0710680484771729,1.2862141132354736,1.0589865446090698,1.2433584928512573,1.0985771417617798,0.9687525033950806,0.9262599349021912,0.9229081869125366,1.165712594985962,1.299521803855896,1.2395718097686768,1.1388880014419556,0.980841875076294,1.1664310693740845,0.8721498847007751,0.9347403049468994,1.0884419679641724,0.9915460348129272,0.8011852502822876,0.648119330406189,10560.3935546875,1.0560394525527954,0.043505746871232986,nan,nan,nan,0.0,0.11764700710773468,0.0,0.0,0.0,0.11764700710773468
0.004,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349,1.1127674579620361,1.031019926071167,1.0914943218231201,0.983971118927002,1.1664931774139404,1.0756818056106567,1.1429128646850586,0.7549198269844055,1.141933798789978,1.2173274755477905,0.9279632568359375,1.0887784957885742,1.162134051322937,1.358650803565979,1.0852857828140259,0.9504100680351257,1.0029090642929077,0.9730139970779419,1.012172818183899,0.8893939852714539,0.5829237103462219,1.0711714029312134,1.0217443704605103,1.1171901226043701,1.1305360794067383,1.0942926406860352,1.1380103826522827,0.9552406668663025,1.1120365858078003,1.1542216539382935,1.1673085689544678,1.0957581996917725,1.0509068965911865,1.1827752590179443,1.0546566247940063,1.2879223823547363,1.0786205530166626,1.2217882871627808,1.1190026998519897,1.0078588724136353,0.914267897605896,0.956916868686676,1.1669281721115112,1.3183770179748535,1.2435379028320312,1.1644266843795776,0.9998709559440613,1.1568567752838135,0.8797832131385803,0.9594323635101318,1.1130318641662598,0.9704498648643494,0.7740529775619507,0.6761290431022644,10582.5322265625,1.058253288269043,0.04045995697379112,nan,nan,nan,0.0,0.13725490868091583,0.0,0.0,0.0,0.13725490868091583,1.0574179887771606,1.058253288269043,6.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.1040229797363281,1.0444936752319336,1.1157803535461426,0.9853250980377197,1.1717581748962402,1.0919569730758667,1.147669792175293,0.7727559804916382,1.1454224586486816,1.2571134567260742,0.9424013495445251,1.1034092903137207,1.1722933053970337,1.4037871360778809,1.2397980690002441,0.9604336023330688,1.0117439031600952,1.1325775384902954,1.0403027534484863,0.8815305233001709,0.6677790284156799,1.0770372152328491,1.0685584545135498,1.1102625131607056,1.143812894821167,1.10546875,1.1241257190704346,0.9408568739891052,1.142932415008545,1.1428048610687256,1.1726245880126953,1.0834510326385498,1.0352870225906372,1.1811753511428833,1.073091983795166,1.303666591644287,1.0595937967300415,1.2449051141738892,1.11287522315979,0.9681928753852844,0.9308273792266846,0.9414981603622437,1.1714152097702026,1.3334904909133911,1.2463444471359253,1.143166184425354,0.9843583703041077,1.2023664712905884,0.8751024007797241,0.9725902676582336,1.117396354675293,0.997912585735321,0.8572134375572205,0.6811661720275879,10729.244140625,1.0729244947433472,0.01070048101246357,nan,nan,nan,0.0,0.13725492358207703,0.0,0.0,0.0,0.13725492358207703
0.004,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,399,1.111537218093872,1.0334469079971313,1.0927507877349854,0.9872614145278931,1.1646596193313599,1.0753275156021118,1.1401393413543701,0.7503767609596252,1.1520593166351318,1.2230348587036133,0.924163818359375,1.0823451280593872,1.1637306213378906,1.3326700925827026,1.088379979133606,0.9457836151123047,1.0213427543640137,0.9656618237495422,1.0084995031356812,0.8821456432342529,0.5793724060058594,1.0716888904571533,1.0400307178497314,1.1135855913162231,1.1191362142562866,1.0926741361618042,1.1379342079162598,0.9535616040229797,1.1032415628433228,1.153368592262268,1.168701410293579,1.1022790670394897,1.036777377128601,1.179661750793457,1.053625226020813,1.2962193489074707,1.0761524438858032,1.2206826210021973,1.1066516637802124,0.9929431080818176,0.9101223349571228,0.9404830932617188,1.1566362380981445,1.319643497467041,1.2549244165420532,1.1638497114181519,1.0049461126327515,1.1484352350234985,0.8799052238464355,0.972242534160614,1.121371865272522,0.9714049696922302,0.7790902853012085,0.6775579452514648,10570.51171875,1.057051181793213,0.043649617582559586,nan,nan,nan,0.0,0.1568627506494522,0.0,0.0,0.0,0.1568627506494522,1.0568439960479736,1.057051181793213,7.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000001192092896,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
